,nav,order num,trade_cost,trade_volume,cash,ret,cum_ret,draw_down,turnover
2014-01-02 14:01:00,97273614.59,0.0,0.0,0.0,48596038.59,-3.655600769854518e-05,-0.02764240941884402,-0.027263854099999985,0.0
2014-01-02 14:02:00,97271074.59,1.0,0.0,0.0,48596038.59,-2.611225226294521e-05,-0.027668521671106967,-0.027289254099999938,0.0
2014-01-02 14:03:00,97272598.59,0.0,0.0,0.0,48596038.59,1.5667433179550397e-05,-0.027652854237927415,-0.027274014099999966,0.0
2014-01-02 14:04:00,97274884.59,1.0,0.0,0.0,48596038.59,2.350068952568708e-05,-0.02762935354840173,-0.027251154100000008,0.0
2014-01-02 14:05:00,97267264.59,0.0,0.0,0.0,48596038.59,-7.833777961244272e-05,-0.02770769132801417,-0.02732735409999998,0.0
2014-01-02 14:06:00,97262311.59,1.0,0.0,0.0,48596038.59,-5.092284780883465e-05,-0.027758614175823006,-0.027376884099999943,0.0
2014-01-02 14:07:00,97257866.59,0.0,0.0,0.0,48596038.59,-4.5702199559561954e-05,-0.027804316375382568,-0.027421334099999917,0.0
2014-01-02 14:08:00,97250881.59,1.0,0.0,0.0,48596038.59,-7.182196243987004e-05,-0.02787613833782244,-0.027491184099999955,0.0
2014-01-02 14:09:00,97249230.59,0.0,0.0,0.0,48596038.59,-1.6976853962089944e-05,-0.02789311519178453,-0.02750769409999998,0.0
2014-01-02 14:10:00,97239451.59,1.0,0.0,0.0,48596038.59,-0.00010056112158952498,-0.027993676313374054,-0.027605484099999966,0.0
2014-01-02 14:11:00,97229672.59,0.0,0.0,0.0,48596038.59,-0.00010057123514569493,-0.02809424754851975,-0.027703274099999953,0.0
2014-01-02 14:12:00,97220782.59,1.0,0.0,0.0,48596038.59,-9.143717352546067e-05,-0.02818568472204521,-0.02779217410000001,0.0
